anonid;took_fall;took_year;tookanother;numeconclass;econmajor;Major;Major_STEM;Major_Business;Major_Finance;Major_Marketing;Major_SocSc;Major_Arts;Major_Comm;Major_Hum;female;greek;econ_hs;varsity;class_fe;class_fe2;yr_2016;treatment_class;treat2016;female_prof;instate;freshman;american;ACumGPA;gradePrinciples;small_class;grade3301;fem2016;femtreat16;female_treat;Testscore3301;top;surveyed;ecojobs_a;ecojobs_b;ecojobs_c;ecojobs_d;ecojobs_e;ecojobs_f;ecojobs_g;ecojobs_h;major_current_a;major_current_b;survey_econmajor
1176;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;1;;0;;6;6;1;0;0;1;0;1;0;3.58;3.3299999;0;;1;0;0;;0;1;Economist;Teacher/Professor;Economic Analyst;;;;;;Accounting;;0
1177;0;0;1;10;1;Economics - BS;0;0;0;0;0;0;0;0;0;;;;5;5;0;0;0;0;0;1;0;3.54;3.3299999;0;4;0;0;0;;0;0;;;;;;;;;;;
1178;0;1;1;9;1;Economics - BA;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;2.877;3.6700001;0;2.6700001;0;0;0;.5;0;1;Wide variety;;;;;;;;;;0
1179;0;0;0;0;0;Communication Studies - PMJ;0;0;0;0;0;0;1;0;1;0;1;0;1;1;1;1;1;0;0;1;1;3.364;3;0;;1;1;1;;0;1;Analyst;Business owner;Consultant;;;;;;Business (Marketing);Advertising;0
1180;0;0;0;0;0;History - BA;0;0;0;0;0;0;0;1;0;;;;2;2;0;1;0;1;0;1;1;2.825;2;0;;0;0;0;;0;0;;;;;;;;;;;
1181;0;0;0;0;0;Biological Sciences - BS;1;0;0;0;0;0;0;0;1;1;0;0;;32;1;0;0;1;0;1;1;3.562;4;1;;1;0;0;;0;1;Market analyst;Business owner;Money management;;;;;;Biology;;0
1182;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;1;;;;6;6;1;0;0;1;0;1;0;3.503;3.3299999;0;;1;0;0;;0;0;;;;;;;;;;;
1183;0;0;0;0;0;Financial Consulting - BBA;0;0;1;0;0;0;0;0;1;1;1;0;6;6;1;0;0;1;1;1;1;3.34;2.6700001;0;;1;0;0;;0;1;Analyst;Government;;;;;;;Accounting;Finance;0
1184;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;1;1;0;0;2;2;1;1;1;1;0;1;1;2.912;2;0;;1;1;1;;0;1;Banking;;;;;;;;Marketing;Fashion Media;0
1185;0;0;1;1;0;Markets & Culture - BA;0;0;0;0;1;0;0;0;1;1;0;0;6;6;1;0;0;1;0;1;1;3.256;2;0;;1;0;0;;0;1;Professor;Advisor;;;;;;;Business management;Public Relations;0
1186;1;1;1;2;0;Chemistry - BS;1;0;0;0;0;0;0;0;1;0;1;0;2;2;1;1;1;1;1;1;1;4;4;0;4;1;1;1;.9;1;1;Business;Financial market;International business;;;;;;Chemistry;Economics;1
1187;0;0;1;10;1;Economics - BA;0;0;0;0;0;0;0;0;1;1;0;0;5;5;1;0;0;0;0;1;1;3.19;2.6700001;0;;1;0;0;;0;1;Accountant;Finance board member;Investment banker;;;;;;Markets and culture;;0
1188;0;0;0;0;0;Business - PMJ;0;1;0;0;0;0;0;0;1;0;1;0;2;2;1;1;1;1;0;1;1;2.746;1.67;0;;1;1;1;;0;1;Economist;Professor;;;;;;;Business Management;Psychology;0
1189;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;;;;6;6;1;0;0;1;0;1;1;3.503;4;0;;0;0;0;;0;0;;;;;;;;;;;
1190;1;1;1;5;1;Economics - BA;0;0;0;0;0;0;0;0;1;0;1;0;2;2;1;1;1;1;1;1;0;4;4;0;4;1;1;1;.9;1;1;Banking;Advisor for companies;Business;;;;;;Finance;Economics;1
1191;1;1;1;6;1;Economics - BA;0;0;0;0;0;0;0;0;1;1;1;0;5;5;1;0;0;0;1;1;1;3.66;3.3299999;0;4;1;0;0;;0;1;;;;;;;;;Business;;0
1192;0;1;1;1;0;Public Policy - BA;0;0;0;0;1;0;0;0;0;;;;3;3;1;1;1;0;0;1;1;3.487;3;0;3;0;0;0;.75;0;0;;;;;;;;;;;
1193;0;0;0;0;0;Undecided DCI;0;0;0;0;0;1;0;1;0;;;;9;9;1;0;0;1;0;1;1;3.288;3;0;;0;0;0;;0;0;;;;;;;;;;;
1194;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;0;0;1;1;3.85;4;0;;1;1;1;;1;1;;;;;;;;;;;0
1195;0;0;0;0;0;Computer Science - BS;1;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;1;0;1;1;3.425;3.6700001;0;;0;0;0;;0;1;Professor;Grad school;;;;;;;Computer Science;Business/Mathematics;0
1196;0;0;0;0;0;Spanish - BA;0;0;0;0;0;0;0;1;0;0;0;0;2;2;1;1;1;1;0;1;1;3.096;2.3299999;0;;0;0;0;;0;1;Risk Analysis;;;;;;;;Business;;0
1197;0;0;0;0;0;4+1 Undergraduate Engineering;1;0;0;0;0;0;0;0;0;;;;2;2;1;1;1;1;0;1;1;2.96;2.3299999;0;;0;0;0;;0;0;;;;;;;;;;;
1198;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;1;1;0;0;9;9;1;0;0;1;0;1;1;4;4;0;;1;0;0;;1;1;Economist;Analyst;;;;;;;Business;;0
1199;0;0;1;10;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;;;;3;3;1;1;1;0;0;1;1;2.842;3.3299999;0;;0;0;0;;0;0;;;;;;;;;;;
1200;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;1;0;9;9;1;0;0;1;0;1;1;3.429;4;0;;0;0;0;;0;1;Financial Advisor;Economic analyst;;;;;;;Finance;Real Estate Finance;0
1201;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;1;0;3.425;3.3299999;0;;0;0;0;;0;1;Professor;Scholar;;;;;;;Accounting;Finance;0
1202;0;0;0;0;0;Management - BBA;0;1;0;0;0;0;0;0;0;1;0;0;6;6;1;0;0;1;0;1;1;3.588;2.3299999;0;;0;0;0;;0;1;Sales;Business;;;;;;;Marketing;Business;0
1203;0;1;1;2;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;1;0;8;8;1;0;0;0;0;1;1;3.766;4;1;4;0;0;0;.7;1;1;Econ teacher;Economist;;;;;;;Real Estate Finance;Energy Finance;0
1204;1;1;1;2;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;1;;;;2;2;1;1;1;1;0;1;0;3.8;3;0;4;1;1;1;.95;1;0;;;;;;;;;;;
1205;0;0;0;0;0;Markets & Culture - BA;0;0;0;0;1;0;0;0;1;1;1;0;6;6;1;0;0;1;0;1;1;3.078;2;0;;1;0;0;;0;1;Small business owner/entrepreneur;Corporate;;;;;;;Marketing;Finance;0
1206;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;0;;;;4;4;1;1;1;1;0;1;1;3.425;3.6700001;1;;0;0;0;;0;0;;;;;;;;;;;
1207;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;;;;9;9;1;0;0;1;0;1;1;3.922;4;0;;0;0;0;;1;0;;;;;;;;;;;
1208;0;0;1;1;0;Advertising - BA;0;0;0;0;0;0;1;0;0;0;1;0;6;6;1;0;0;1;0;1;1;3.14;1.67;0;;0;0;0;;0;1;Stock market analyst;Financial consultant;Economics professor;;;;;;Marketing;;0
1209;0;0;0;0;0;Management - BBA;0;1;0;0;0;0;0;0;1;;;;5;5;1;0;0;0;0;1;0;3.292;3;0;;1;0;0;;0;0;;;;;;;;;;;
1210;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;1;1;1;0;4;4;1;1;1;1;1;1;1;3.689;3.3299999;1;;1;1;1;;0;1;Economist;Finance;Marketing;;;;;;Marketing;;0
1211;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;0;0;1;1;3.653;4;0;;0;0;0;;0;1;Professor;;;;;;;;Business;;0
1212;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;0;1;1;3.588;4;0;;0;0;0;;0;1;Critical thinker;;;;;;;;Finance;;0
1213;0;0;0;0;0;Real Estate Finance - BBA;0;0;1;0;0;0;0;0;0;;;;8;8;1;0;0;0;0;1;1;3.459;2.6700001;1;;0;0;0;;0;0;;;;;;;;;;;
1214;0;0;1;1;0;Accounting - BBA;0;1;0;0;0;0;0;0;0;0;0;1;5;5;1;0;0;0;0;1;0;3.967;4;0;;0;0;0;;1;1;Government;Financial advisor in company;Teaching;Research;;;;;Finance;Economics;1
1215;0;0;1;12;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;1;1;0;5;5;1;0;0;0;0;1;1;3.189;2.6700001;0;;0;0;0;;0;1;;;;;;;;;Finance;;0
1216;0;1;1;1;0;Finance - BBA;0;0;1;0;0;0;0;0;1;1;0;0;5;5;1;0;0;0;0;1;1;3.3;3.3299999;0;3;1;0;0;.65;0;1;Sales;Managerial position;;;;;;;EMIS;Geology;0
1217;0;0;0;0;0;History - BA;0;0;0;0;0;0;0;1;0;0;0;0;5;5;1;0;0;0;0;1;1;2.742;2;0;;0;0;0;;0;1;Professor;Banker;Accountant;Entrepreneur;Manager;Business consultant;;;Political science;Public policy;0
1218;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;;;;6;6;1;0;0;1;0;1;1;3.411;2.6700001;0;;0;0;0;;0;0;;;;;;;;;;;
1219;0;1;1;1;0;Real Estate Finance - BBA;0;0;1;0;0;0;0;0;0;1;1;0;2;2;1;1;1;1;0;1;1;3.41;3;0;2.3299999;0;0;0;.45;0;1;Investment Banking;Advising;Advertising/Marketing;;;;;;Real Estate Finance;;0
1220;0;0;0;0;0;Real Estate Finance - BBA;0;0;1;0;0;0;0;0;0;1;1;0;2;2;1;1;1;1;1;1;1;3.53;3.3299999;0;;0;0;0;;0;1;Accounting;Bank;;;;;;;Finance;;0
1221;0;0;0;0;0;Film & Media Arts - BA;0;0;0;0;0;1;0;0;0;0;1;0;9;9;1;0;0;1;1;1;1;2.307;2;0;;0;0;0;;0;1;Broker;Accountant;Financial Advisor;;;;;;;;0
1222;0;0;0;0;0;Real Estate Finance - BBA;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;2.857;3;0;;0;0;0;;0;1;;;;;;;;;Cox;;0
1223;0;1;1;8;1;Economics - BA;0;0;0;0;0;0;0;0;0;;;;3;3;1;1;1;0;0;1;1;2.876;3;0;3.3299999;0;0;0;.7;0;0;;;;;;;;;;;
1224;0;0;0;0;0;Business - PMJ;0;1;0;0;0;0;0;0;0;0;0;0;3;3;1;1;1;0;0;1;1;3.135;3;0;;0;0;0;;0;1;Lawyer;Teacher;Businessman;Researcher;Politician;;;;Business;Philosophy;0
1225;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;1;;;;2;2;1;1;1;1;0;1;1;3.87;4;0;;1;1;1;;1;0;;;;;;;;;;;
1226;0;0;0;0;0;Advertising - BA;0;0;0;0;0;0;1;0;1;1;1;0;3;3;1;1;1;0;0;1;1;3.379;3;0;;1;1;1;;0;1;;;;;;;;;Real estate Finance;;0
1227;0;0;0;0;0;Markets & Culture - BA;0;0;0;0;1;0;0;0;1;1;0;0;7;7;1;0;0;0;0;1;1;3.312;3.3299999;1;;1;0;0;;0;1;;;;;;;;;Business Marketing;Spanish;0
1228;0;0;0;0;0;Real Estate Finance - BBA;0;0;1;0;0;0;0;0;0;1;0;0;6;6;1;0;0;1;0;1;1;3.78;3;0;;0;0;0;;1;1;Analyst;Consultant;Non-profit;;;;;;Real Estate Finance;;0
1229;0;0;0;0;0;Business - PMJ;0;1;0;0;0;0;0;0;0;0;0;0;2;2;1;1;1;1;0;1;1;2.784;2;0;;0;0;0;;0;1;Business jobs;;;;;;;;Philosophy;;0
1230;0;0;0;0;0;Business - PMJ;0;1;0;0;0;0;0;0;0;;;;;30;0;0;0;0;0;1;1;1.6;0;1;;0;0;0;;0;0;;;;;;;;;;;
1231;0;1;1;1;0;Real Estate Finance - BBA;0;0;1;0;0;0;0;0;0;;;;2;2;1;1;1;1;0;1;1;3.634;2.6700001;0;2.3299999;0;0;0;.75;0;0;;;;;;;;;;;
1232;0;0;0;0;0;Business - PMJ;0;1;0;0;0;0;0;0;0;;;;1;1;1;1;1;0;0;1;1;2.1;2.3299999;0;;0;0;0;;0;0;;;;;;;;;;;
1233;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;1;1;0;0;9;9;1;0;0;1;0;1;1;3.544;4;0;;1;0;0;;0;1;Lawyer;Analyst;Investment banker;Accountant;;;;;Business;Sociology;0
1234;0;0;0;0;0;Real Estate Finance - BBA;0;0;1;0;0;0;0;0;0;1;0;0;2;2;1;1;1;1;0;1;1;3.217;2.6700001;0;;0;0;0;;0;1;Financial analyst;;;;;;;;Finance;;0
1235;0;0;1;10;1;Economics - BS;0;0;0;0;0;0;0;0;0;;;;3;3;1;1;1;0;0;1;1;3.01;2.6700001;0;;0;0;0;;0;0;;;;;;;;;;;
1236;0;1;1;12;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;;;;3;3;1;1;1;0;0;1;1;3.1;2.6700001;0;2;0;0;0;.55;0;0;;;;;;;;;;;
1237;0;1;0;0;0;Real Estate Finance - BBA;0;0;1;0;0;0;0;0;0;;;;2;2;1;1;1;1;0;1;1;3.014;.33000001;0;3;0;0;0;.75;0;0;;;;;;;;;;;
1238;0;0;0;0;0;Applied Phys & Sport Mgmt - BS;1;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;1;1;3.007;2;0;;0;0;0;;0;1;Consulting;Financial;Teacher/Professor;Banker;;;;;Business management;;0
1239;0;0;1;1;0;Real Estate Finance - BBA;0;0;1;0;0;0;0;0;0;1;1;0;2;2;1;1;1;1;0;1;1;3.17;3;0;;0;0;0;;0;1;Be part of business firm;;;;;;;;;;0
1240;0;0;0;0;0;4+1 Undergraduate Engineering;1;0;0;0;0;0;0;0;0;1;1;0;2;2;1;1;1;1;0;1;1;3.68;4;0;;0;0;0;;0;1;Wall Street;;;;;;;;CS;;0
1241;0;0;1;1;0;Markets & Culture - BA;0;0;0;0;1;0;0;0;1;;;;9;9;1;0;0;1;0;1;1;2.993;3;0;;1;0;0;;0;0;;;;;;;;;;;
1242;0;0;0;0;0;Financial Consulting - BBA;0;0;1;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;1;1;1;2.7;3;0;;0;0;0;;0;1;Teacher;Analyst;;;;;;;Finance;;0
1243;0;0;0;0;0;Management Science - BS;0;1;0;0;0;0;0;0;1;1;0;0;5;5;1;0;0;0;0;1;1;3.57;3.6700001;0;;1;0;0;;0;1;;;;;;;;;EMIS;;0
1244;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;1;;;;5;5;1;0;0;0;0;1;1;3.342;3.3299999;0;;1;0;0;;0;0;;;;;;;;;;;
1245;0;0;0;0;0;Applied Phys & Sport Mgmt - BS;1;0;0;0;0;0;0;0;0;;;;5;5;1;0;0;0;0;1;1;3.028;2.3299999;0;;0;0;0;;0;0;;;;;;;;;;;
1246;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;1;;;;7;7;1;0;0;0;0;1;1;3.516;3;1;;1;0;0;;0;0;;;;;;;;;;;
1247;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;0;0;0;2;2;1;1;1;1;0;1;1;3.432;3;0;;0;0;0;;0;1;Marketing;;;;;;;;Finance;Real Estate Finance;0
1248;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;1;;;;3;3;1;1;1;0;0;1;1;3.56;3;0;;1;1;1;;0;0;;;;;;;;;;;
1249;0;0;0;0;0;Psychology - BA;0;0;0;0;1;0;0;0;1;1;0;0;9;9;1;0;0;1;0;1;1;3.937;4;0;;1;0;0;;1;1;Lawyer;Business;Consultant;Politician;;;;;Accounting;Psychology;0
1250;0;0;1;10;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;1;;;;1;1;1;1;1;0;0;1;1;2.62;.33000001;0;;1;1;1;;0;0;;;;;;;;;;;
1251;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;1;;;;3;3;1;1;1;0;0;1;1;3.503;2.6700001;0;;1;1;1;;0;0;;;;;;;;;;;
1252;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;1;1;1;0;2;2;1;1;1;1;0;1;1;2.6;2;0;;1;1;1;;0;1;;;;;;;;;Finance;Chinese;0
1253;0;1;1;5;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;1;0;8;8;1;0;0;0;1;1;1;3.967;3.6700001;1;4;0;0;0;.8;1;1;;;;;;;;;Finance;Economics;1
1254;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;1;0;6;6;1;0;0;1;0;1;1;3.787;.33000001;0;;0;0;0;;1;1;Analyst;;;;;;;;Finance;Accounting;0
1255;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;1;1;1;0;5;5;1;0;0;0;0;1;1;3.657;4;0;;1;0;0;;0;1;Econ professor;Politics;Economic consultant;;;;;;Marketing;;0
1256;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;1;1;0;0;8;8;1;0;0;0;0;1;1;3.425;2.6700001;1;;1;0;0;;0;1;Lawyer;Economist;CEO;Teacher;;;;;Business;Philosophy;0
1257;0;0;0;0;0;PR and Strategic Comm - BA;0;0;0;0;0;0;1;0;1;1;0;1;;32;1;0;0;1;0;1;1;3.122;2.6700001;1;;1;0;0;;0;1;Teacher;Economist;Wall Street;;;;;;Business;Advertising;0
1258;0;0;0;0;0;Advertising - BA;0;0;0;0;0;0;1;0;1;1;0;0;3;3;1;1;1;0;0;1;1;3.5;3.6700001;0;;1;1;1;;0;1;CPA/Financial advisor;Finance;;;;;;;Business;Advertising;0
1259;0;0;0;0;0;Applied Phys & Sport Mgmt - BS;1;0;0;0;0;0;0;0;0;;;;1;1;1;1;1;0;0;1;1;1.5;0;0;;0;0;0;;0;0;;;;;;;;;;;
1260;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;1;0;1;0;6;6;1;0;0;1;0;1;1;3.721;.33000001;0;;1;0;0;;1;1;Analyst for government;Researcher;Professor;;;;;;Accounting;;0
1261;0;0;0;0;0;Statistical Science - BS;1;0;0;0;0;0;0;0;1;;;;;32;1;0;0;0;0;0;0;2.91;1;1;;1;0;0;;0;0;;;;;;;;;;;
1262;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;1;1;0;0;2;2;1;1;1;1;0;1;1;3.68;3;0;;1;1;1;;0;1;Stock broker;Business owner;Accountant;;;;;;;;0
1263;0;0;1;11;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;0;1;0;3;3;1;1;1;0;0;1;1;2.744;3.3299999;0;;0;0;0;;0;1;Finance;Investor;Stock;Hedge Fund;;;;;Advertising;Business;0
1264;0;0;0;0;0;Appl Phys & Sport Mgmt - PMJ;0;0;0;0;0;0;0;0;0;;;;5;5;1;0;0;0;0;1;1;2.695;1.67;0;;0;0;0;;0;0;;;;;;;;;;;
1265;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;1;0;9;9;1;0;0;1;0;1;1;3.332;4;0;;0;0;0;;0;1;Accountant;Professor;Politician;;;;;;Business;APSM;0
1266;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;1;0;1;0;6;6;1;0;0;1;1;1;1;3.709;2;0;;1;0;0;;1;1;;;;;;;;;Business;Film;0
1267;1;1;1;11;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;1;0;1;1;2.86;2;0;1.67;0;0;0;;0;1;Wealth Management;Private equity;;;;;;;Economics;;1
1268;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;1;1;1;0;3;3;1;1;1;0;0;1;1;3.97;3.6700001;0;;1;1;1;;1;1;;;;;;;;;Financial consulting;;0
1269;0;0;0;0;0;Applied Phys & Sport Mgmt - BS;1;0;0;0;0;0;0;0;1;1;0;0;5;5;1;0;0;0;0;1;1;3.94;4;0;;1;0;0;;1;1;Business;Accounting;Finance;;;;;;Applied Physiology;Pre-Health;0
1270;0;0;1;1;0;Markets & Culture - BA;0;0;0;0;1;0;0;0;1;1;1;0;1;1;1;1;1;0;0;1;1;3.333;3;0;;1;1;1;;0;1;;;;;;;;;Marketing;;0
1271;0;0;1;3;0;Finance - BBA;0;0;1;0;0;0;0;0;0;;;;9;9;1;0;0;1;0;1;1;3.24;4;0;;0;0;0;;0;0;;;;;;;;;;;
1272;0;0;0;0;0;Markets & Culture - BA;0;0;0;0;1;0;0;0;1;0;0;0;2;2;0;1;0;1;1;1;1;3.5;3;0;;0;0;1;;0;1;Unsure;;;;;;;;Markets & Culture;Sociology;0
1273;0;0;0;0;0;Real Estate Finance - BBA;0;0;1;0;0;0;0;0;1;1;1;0;3;3;1;1;1;0;0;1;1;3.233;3.3299999;0;;1;1;1;;0;1;Finance;Business Management;Marketing;;;;;;Business;Advertising;0
1274;0;1;1;1;0;Finance - BBA;0;0;1;0;0;0;0;0;1;1;1;0;1;1;1;1;1;0;0;1;1;3.541;3.6700001;0;3;1;1;1;.75;0;1;Business;Analyzing a corporation;Analyzing a market;;;;;;Finance;Statistics;0
1275;0;1;1;1;0;Undecided DCI;0;0;0;0;0;1;0;1;1;;;;5;5;1;0;0;0;0;1;1;2.509;1.67;0;0;1;0;0;0;0;0;;;;;;;;;;;
1276;0;0;0;0;0;History - BA;0;0;0;0;0;0;0;1;0;0;0;0;8;8;1;0;0;0;0;1;1;3.046;3;1;;0;0;0;;0;1;Stock Market;;;;;;;;;;0
1277;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;1;1;1;0;5;5;1;0;0;0;0;1;1;3.037;3;0;;1;0;0;;0;1;Economist;Accounting;Financial advisor;;;;;;Management ;Political Science;0
1278;0;0;0;0;0;Business - PMJ;0;1;0;0;0;0;0;0;0;0;0;0;;32;1;0;0;1;0;1;1;3.7;3;1;;0;0;0;;1;1;Teacher;Businessman;;;;;;;Business;;0
1279;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;;;;3;3;1;1;1;0;0;1;1;3.33;3.3299999;0;;0;0;0;;0;0;;;;;;;;;;;
1280;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;0;0;0;2;2;1;1;1;1;0;1;1;3.09;2;0;;0;0;0;;0;1;;;;;;;;;Finance;;0
1281;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;1;0;1;0;3;3;1;1;1;0;0;1;0;3.188;2.3299999;0;;1;1;1;;0;1;Consultant;Teacher;Economist;;;;;;Finance;Entrepreneurship;0
1282;0;0;1;1;0;Markets & Culture - BA;0;0;0;0;1;0;0;0;1;1;0;0;1;1;1;1;1;0;0;1;1;3.34;3;0;;1;1;1;;0;1;;;;;;;;;Business;Marketing;0
1283;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;1;1;1;0;2;2;1;1;1;1;0;1;1;3.855;3.6700001;0;;1;1;1;;1;1;Manager of companies;;;;;;;;Psychology;Finance;0
1284;0;0;0;0;0;Fashion Media - BA;0;0;0;0;0;1;0;0;1;;;;9;9;1;0;0;1;0;1;1;3.25;3.3299999;0;;1;0;0;;0;0;;;;;;;;;;;
1285;0;1;1;4;0;Statistical Science - BS;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;0;3;2;0;3.3299999;0;0;0;.55;0;1;Manager;Self-owner;;;;;;;Business;;0
1286;0;0;0;0;0;English - BA;0;0;0;0;0;0;0;1;1;;;;8;8;1;0;0;0;0;1;1;2.996;2.3299999;1;;1;0;0;;0;0;;;;;;;;;;;
1287;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;0;0;5;5;1;0;0;0;0;1;1;3.288;3;0;;0;0;0;;0;1;Financial sector;;;;;;;;Business;;0
1288;0;0;0;0;0;Statistical Science - BS;1;0;0;0;0;0;0;0;0;;;;3;3;1;1;1;0;0;1;0;3.055;2.6700001;0;;0;0;0;;0;0;;;;;;;;;;;
1289;0;0;0;0;0;Civil Engineering - BSCE;1;0;0;0;0;0;0;0;0;0;1;0;;30;0;0;0;0;1;1;1;2.54;3;1;;0;0;0;;0;1;Forecaster;Junior Market;Teacher;Politics;;;;;Finance;;0
1290;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;1;0;0;0;3;3;1;1;1;0;0;1;0;3.396;3;0;;1;1;1;;0;1;Analysis;;;;;;;;Accounting;;0
1291;0;0;0;0;0;General Business - BBA;0;1;0;0;0;0;0;0;0;;;;2;2;1;1;1;1;0;1;1;3.528;.33000001;0;;0;0;0;;0;0;;;;;;;;;;;
1292;0;0;0;0;0;General Business - BBA;0;1;0;0;0;0;0;0;1;;;;;32;1;0;0;0;0;1;1;3.426;4;1;;1;0;0;;0;0;;;;;;;;;;;
1293;0;0;1;11;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;;;;2;2;1;1;1;1;0;1;1;3.048;2.3299999;0;;0;0;0;;0;0;;;;;;;;;;;
1294;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;0;0;3;3;1;1;1;0;0;1;1;3.788;3.6700001;0;;0;0;0;;1;1;Analyst;Trader;;;;;;;Finance;Public Policy;0
1295;0;0;0;0;0;Business - PMJ;0;1;0;0;0;0;0;0;0;0;1;0;2;2;1;1;1;1;0;1;1;3.727;3;0;;0;0;0;;1;1;Financial advisor;Banker;Teacher;Hedge fund manager;Trader;Business;;;Business;Philosophy;0
1296;1;1;1;11;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;1;1;0;0;1;0;3.419;2.3299999;0;4;0;0;0;.5;0;1;CEO;;;;;;;;Business;Advertising;0
1297;0;0;0;0;0;Business - PMJ;0;1;0;0;0;0;0;0;0;;;;3;3;1;1;1;0;0;1;1;3.361;3;0;;0;0;0;;0;0;;;;;;;;;;;
1298;0;0;0;0;0;Undecided DCI;0;0;0;0;0;1;0;1;1;0;1;0;1;1;1;1;1;0;0;1;0;3.48;3;0;;1;1;1;;0;1;Accountant;;;;;;;;Accounting;;0
1299;0;1;1;8;1;Economics - BA;0;0;0;0;0;0;0;0;0;1;1;1;4;4;1;1;1;1;1;0;1;3.008;1;1;2;0;0;0;.4;0;1;;;;;;;;;Economics;;1
1300;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;1;0;0;0;3;3;1;1;1;0;0;1;0;3.73;2.3299999;0;;1;1;1;;1;1;CEO;Banker;CFO;Economist;Professor;;;;Economics;Advertising;1
1301;0;0;0;0;0;General Business - BBA;0;1;0;0;0;0;0;0;1;;;;3;3;1;1;1;0;0;1;1;3.635;3.3299999;0;;1;1;1;;0;0;;;;;;;;;;;
1302;0;0;1;9;1;Economics - BS;0;0;0;0;0;0;0;0;0;0;1;0;2;2;1;1;1;1;0;1;1;3.63;2.3299999;0;;0;0;0;;0;1;Investment Broker;Business Consultant;Banker;Federal Reserve Governer;;;;;EMIS;Business;0
